query,clicks,impressions,avg_click_position,avg_impression_position,date
"vida de un piojo llamado matias-resumen, personajes analisis",2,2,-1,6,2025-12-05
el canon occidental,2,1,-1,9,2025-12-05
"pascal, blaise. pensamientos sobre la religión y otros asuntos. trad. eugenio d’ors. bogotá, d.c: editorial oveja negra, 1984.",2,1,-1,2,2025-12-05
historia del siglo xx eric hobsbawm resumen,2,1,-1,7,2025-12-05
el silbido del arquero resumen,2,1,-1,3,2025-12-05
"resumen de leyendas de los otori, el suelo del ruiseñor",2,1,-1,2,2025-12-05
las valkirias paulo coelho resumen,2,1,-1,10,2025-12-05
resumen monografico de la obra el zorro de arriba y el zorro de abajo,2,1,-1,7,2025-12-05
las manos del carpintero final explicado,2,1,-1,2,2025-12-05
apegos feroces resumen,2,1,-1,5,2025-12-05
julio césar el libro suetario resumen,1,11,-1,7,2025-12-05
el nazi y el psiquiatra,1,9,-1,7,2025-12-05
juan salvador gaviota richard bach resumen,1,7,-1,9,2025-12-05
el matrimonio de los peces rojos,1,6,-1,7,2025-12-05
el señor presidente miguel angel asturias,1,5,-1,8,2025-12-05
anatomía de una sociedad anestesiada,1,5,-1,6,2025-12-05
el lado bueno de las cosas resumen,1,4,-1,5,2025-12-05
la cruz del diablo explicame de q va,1,4,-1,12,2025-12-05
la trama de la vida blog,1,4,-1,3,2025-12-05
castilla azorin resumen,1,4,-1,5,2025-12-05
resumen del libro : tatouaje,1,4,-1,4,2025-12-05
la divina comedia de oscar wilde,1,3,-1,8,2025-12-05
la numancia destruida analisis,1,3,-1,9,2025-12-05
flanagan de luxe resumen,1,3,-1,2,2025-12-05
este lado del paraíso resumen,1,3,-1,7,2025-12-05
las hijas de la criada resumen,1,2,-1,6,2025-12-05
personajes princinciaples de la obra primera memria,1,2,-1,3,2025-12-05
cierto olor a podrido,1,2,-1,6,2025-12-05
resumen bastante completo del libro los armarios negros joan manuel gisbert,1,2,-1,4,2025-12-05
comic tia net,1,2,-1,4,2025-12-05
resumen el moustro de colores,1,2,-1,5,2025-12-05
resumen rendicion ray loriga,1,2,-1,5,2025-12-05
rosa regas luna lunera  resumen,1,2,-1,5,2025-12-05
cuentos naturales de carlos fuentes zusammenfassung,1,2,-1,2,2025-12-05
explicacion del libro el chico que dibujaba constelaciones,1,2,-1,4,2025-12-05
stephen king salem's lot,1,2,-1,6,2025-12-05
rubias en cuatro,1,2,-1,3,2025-12-05
las viudas de los jueves piñeiro,1,2,-1,4,2025-12-05
diferente eloy moreno análisis,1,2,-1,8,2025-12-05
resume de la senora cornelia,1,2,-1,7,2025-12-05
mad alla del jardin gsla,1,2,-1,5,2025-12-05
+resumen del libro : tatouaje,1,2,-1,4,2025-12-05
resumen de libro manipulacion,1,2,-1,5,2025-12-05
resumen sel libro del sueño de berlín resumen,1,2,-1,2,2025-12-05
la caída de madrid rafael chirbes resumépdf,1,1,-1,9,2025-12-05
la caída de madrid rafael chirbes presentation,1,1,-1,5,2025-12-05
mi amigo el pintor ligia para que edades,1,1,-1,1,2025-12-05
tabucchi nocturno hi du,1,1,-1,4,2025-12-05
resumen del libro el alma al diablo,1,1,-1,2,2025-12-05
libro la casa rusia,1,1,-1,5,2025-12-05
resumen detallado de la historia completa de la dama duende,1,1,-1,7,2025-12-05
"viernes 26 de enero novela de robin cook , resumen",1,1,-1,2,2025-12-05
el naufragio de las civilizaciones maloof resumen,1,1,-1,2,2025-12-05
"eden , tesumen",1,1,-1,1,2025-12-05
"libro señor, hazlo ru",1,1,-1,5,2025-12-05
save me solo un beso puede salvarme,1,1,-1,5,2025-12-05
sab resumen,1,1,-1,4,2025-12-05
resumen del libro las tinieblas de tu memoria negra,1,1,-1,10,2025-12-05
importancia la lectura de mamita yunai,1,1,-1,6,2025-12-05
sinopsis de libro memorias de africa,1,1,-1,7,2025-12-05
libro la segunda republica española de pío moa,1,1,-1,6,2025-12-05
"resumen del libro, el hombre que queria recordar",1,1,-1,2,2025-12-05
ena la novela comentarios acerca del libro,1,1,-1,5,2025-12-05
final del libro de las hijas de la criada,1,1,-1,7,2025-12-05
argumento libro jijos de nuestro barrio,1,1,-1,2,2025-12-05
el-espectador-segun-ortega-y-gasset resumenes,1,1,-1,3,2025-12-05
pequeños delitos abominables,1,1,-1,8,2025-12-05
epigrama de oscar wilde,1,1,-1,3,2025-12-05
el matrimonio de los peces rojos resumen,1,1,-1,5,2025-12-05
el misterio de la isla de tokland,1,1,-1,2,2025-12-05
de que se trata dimelo bajito de.mercees ron,1,1,-1,3,2025-12-05
resume du livre :tatuaje de manuel vazquez,1,1,-1,5,2025-12-05
el diario violeta de carlota resumen,1,1,-1,3,2025-12-05
presentacion del libro de gregory maguire wicked: memorias de una bruja mala (como se le ocurrio la idea),1,1,-1,9,2025-12-05
la rueda de la mortalidad,1,1,-1,6,2025-12-05
más allá de la medianoche,1,1,-1,6,2025-12-05
pasado perfecto leonardo padura final,1,1,-1,8,2025-12-05
poema a felipe en un beso de dick,1,1,-1,7,2025-12-05
juegos del hmabre 2 por que salva a la mujer del dsitrito 12,1,1,-1,6,2025-12-05
del libro el chico que dibujaba constelaciones libro completo resumn,1,1,-1,2,2025-12-05
diario de eliseo resumen,1,1,-1,1,2025-12-05
el impostor,0,157,-1,8,2025-12-05
libro el sueño profundo,0,127,-1,5,2025-12-05
lo que perdimos en el fuego,0,116,-1,9,2025-12-05
libro el sueño prfundo,0,50,-1,6,2025-12-05
un tranvía llamado deseo resumen,0,47,-1,6,2025-12-05
argumento de por favor sea breve,0,23,-1,3,2025-12-05
las edades de lulú,0,18,-1,7,2025-12-05
un cadáver en la biblioteca agatha christie,0,11,-1,8,2025-12-05
estaciones de paso almudena grandes,0,8,-1,3,2025-12-05
el chico que dibujaba constelaciones,0,7,-1,7,2025-12-05
un mundo feliz resumen,6,5,-1,10,2025-12-12
resumen del libro afrodita de isabel allende,3,3,-1,9,2025-12-12
resumen monstruo rosa cuento explicacion,3,2,-1,4,2025-12-12
sinocis cuando hitler robo el conejo rosa de judith kerr,2,5,-1,7,2025-12-12
los naufragios del corazón comentario del libro,2,4,-1,4,2025-12-12
resumen pauline,2,3,-1,1,2025-12-12
pizarro y la conquista del imperio inca de albert vazquez,2,3,-1,5,2025-12-12
resumen a dos metros de ti,2,3,-1,7,2025-12-12
a dos metros de ti libro resumen,2,2,-1,5,2025-12-12
breve resumen de la leyenda del cid de agustin sanchez aguilar,2,2,-1,3,2025-12-12
guadalajara quim monxo cuales son los relatos?,2,2,-1,2,2025-12-12
francisco veiga las guerras yugoslavas,2,1,-1,8,2025-12-12
hermanito resumen,2,1,-1,5,2025-12-12
resumenes de vigilar y castigar de michel foucault,2,1,-1,7,2025-12-12
resumen del libro las cronicas de narnia el sobrino del mago,2,1,-1,10,2025-12-12
bachelard. la poetica del espacio. sintesis. resumen. reseña,2,1,-1,6,2025-12-12
el viaje intimo de la locura,1,32,-1,8,2025-12-12
el nazi y el psiquiatra,1,8,-1,6,2025-12-12
indice del libro de oro de san gemain,1,7,-1,6,2025-12-12
los ojos de mi princesa,1,6,-1,8,2025-12-12
el cuento de los cuatros poder,1,6,-1,2,2025-12-12
"personaje principal ,secundario y circunstancial de jaque al psicoanalista",1,4,-1,6,2025-12-12
harvy_desden autor,1,4,-1,4,2025-12-12
"el intruso, blasco ibáñez, crítica, sinopsis",1,4,-1,8,2025-12-12
un guijarro en el cielo resumen,1,4,-1,7,2025-12-12
peer gynt,1,3,-1,5,2025-12-12
resumen del libro sin mascara de alfredo gomez,1,3,-1,7,2025-12-12
summary el cementerio de automoviles,1,3,-1,3,2025-12-12
lecturalia  hawaii james a michener,1,3,-1,6,2025-12-12
la obra de el presente de espenser jonson,1,3,-1,4,2025-12-12
la familia de leon roch resumen,1,3,-1,2,2025-12-12
"libro, soy leyenda analisis",1,3,-1,9,2025-12-12
la hora de las pesadillas rl stine resumen,1,3,-1,1,2025-12-12
personajes muerte entre poetas,1,3,-1,3,2025-12-12
"ensayo por capitulos del libro donde habitan los angeles, claudia celis",1,3,-1,10,2025-12-12
la granja groshaam resumen,1,2,-1,2,2025-12-12
resumen el 19 de marzo y el 2 de mayo,1,2,-1,5,2025-12-12
choferesa nuevo viaje a la alcarria cela,1,2,-1,8,2025-12-12
resumen de el hombre que confundió a su mujer con un sombrero,1,2,-1,6,2025-12-12
me dicen sara tomate,1,2,-1,8,2025-12-12
las grandes familias maurice druon blog,1,2,-1,5,2025-12-12
gloria galdós resumen,1,2,-1,4,2025-12-12
cuentos de mama francisco garcia pavon resumen,1,2,-1,2,2025-12-12
el niño que enloquesio de amor resumen,1,2,-1,5,2025-12-12
la tribuna pardo bazan resumen apitulos,1,2,-1,7,2025-12-12
resumen explicado del libro libro las hijas de la villa de las telas autor janne jacobs,1,2,-1,2,2025-12-12
48 leyes del poder resumen,1,2,-1,8,2025-12-12
julia isabel clara simó resumen,1,2,-1,6,2025-12-12
resumen del libro tierra de eloy moreno por capitulos,1,2,-1,5,2025-12-12
resumen de leyenda del cid de agustin sanchez aguilar,1,2,-1,3,2025-12-12
els dimonis de pandora resumen,1,2,-1,6,2025-12-12
el fraude de sven hassel,1,2,-1,1,2025-12-12
monje de las herencias,1,1,-1,4,2025-12-12
"elena martinez, bajo el paraguas azul, 2015",1,1,-1,6,2025-12-12
herrimbrosas lanzas,1,1,-1,6,2025-12-12
profecias de nostradamus resumen,1,1,-1,2,2025-12-12
diario de spandau,1,1,-1,4,2025-12-12
resumen del libro conociendo a dios,1,1,-1,6,2025-12-12
el mercader de seda,1,1,-1,7,2025-12-12
los hombres lloran solos libro,1,1,-1,5,2025-12-12
independencia terra alra 2 resumen,1,1,-1,1,2025-12-12
la hija del clérigo,1,1,-1,6,2025-12-12
resumen libro 3 mercedes rton,1,1,-1,4,2025-12-12
novela en el nombre del hijo,1,1,-1,4,2025-12-12
el cementerio de automoviles sparknotes,1,1,-1,7,2025-12-12
la máscara de carne maxence van der meersch,1,1,-1,7,2025-12-12
la vida fantástica sinopsis,1,1,-1,5,2025-12-12
resumen de la piel del cielo,1,1,-1,3,2025-12-12
quien es el asesino en perder es una cuestion de método,1,1,-1,4,2025-12-12
abril rojo resumen,1,1,-1,6,2025-12-12
mariangela libro benito pérez galdós,1,1,-1,6,2025-12-12
manos milagrosas extracto,1,1,-1,5,2025-12-12
primera memoria ana maria matute resumenes de capitulo,1,1,-1,4,2025-12-12
paul preston franco caudillo de españa,1,1,-1,6,2025-12-12
cuentos de la selva resumo pequeno,1,1,-1,8,2025-12-12
últimas cartas paradero desconocido kressman en,1,1,-1,7,2025-12-12
que aprendizaje deja el primer capítulo de libro en busca de la maravilla perdida,1,1,-1,1,2025-12-12
resumen maribel y la extrana familia de mihura,1,1,-1,7,2025-12-12
el impostor,0,182,-1,8,2025-12-12
un cadáver en la biblioteca agatha christie,0,65,-1,9,2025-12-12
almudena grandes estaciones de paso,0,19,-1,5,2025-12-12
antes de diciembre,0,14,-1,9,2025-12-12
la sombra del chaman capitulo donde sebastian recibe a ribes,0,13,-1,6,2025-12-12
en la erdiente os,0,13,-1,7,2025-12-12
por que los hombres aman a las cabronas,0,11,-1,6,2025-12-12
el viaje íntimo de la locura,0,11,-1,9,2025-12-12
quién de nosotros mario benedetti,0,11,-1,9,2025-12-12
hhhhg,0,11,-1,10,2025-12-12
pipa,0,8,-1,6,2025-12-12
el arte de la guerra,0,8,-1,8,2025-12-12
estaciones de paso almudena grandes,0,6,-1,8,2025-12-12
en parte del libro el hogar de miss peregrine explican como los peculiares se convirtieron en monstruos,0,6,-1,8,2025-12-12
el color de las cosas invisibles,0,5,-1,8,2025-12-12
cuidada planta de naranja lima,0,5,-1,8,2025-12-12
juan salvador gaviota,0,5,-1,9,2025-12-12
metafisica d elos tubos,0,5,-1,8,2025-12-12
pablo y virginia,0,5,-1,7,2025-12-12
el bosque encantado,0,4,-1,7,2025-12-12
1. mira estas ruinas a través de los agudos ojos de un arqueólogo y describe lo que estás viendo. ¿qué ves? ¿cómo está distribuida la ciudad? ¿en qué se parece y en qué se diferencia de una ciudad moderna? in ai,0,4,-1,10,2025-12-12
la noche que no paro de llover,0,4,-1,9,2025-12-12
yo otro resumen,3,3,-1,2,2025-12-19
jesus vivio y murio en cachemira,3,2,-1,9,2025-12-19
resumen de como el grinch robo la navidad,2,3,-1,2,2025-12-19
resumen de la vegetariana,2,3,-1,9,2025-12-19
monografia de emilio o de la educación,2,2,-1,6,2025-12-19
resumen de escuela secundario de el hobbit de j.r.r. tolkien,2,2,-1,7,2025-12-19
por que los hombres aman alas cabronas pdf,2,1,-1,8,2025-12-19
resumen del libro el martillo de los brujos,2,1,-1,6,2025-12-19
en busca de la maravilla perdida resumen,2,1,-1,1,2025-12-19
el aguijon del diablo resumen,2,1,-1,1,2025-12-19
en el comic de asterix obelix y cleopatar hay algun chiste,2,1,-1,7,2025-12-19
"padres brillantes, maestros fascinantes,",2,1,-1,6,2025-12-19
adios princesa,2,1,-1,6,2025-12-19
la zapatera prodigiosa,1,7,-1,6,2025-12-19
el vuelo del ángel michael connelly pdf gratis,1,5,-1,40,2025-12-19
narrativos trama de hachiko,1,4,-1,6,2025-12-19
el sistema del dr alquitran y del profesor pluma,1,3,-1,6,2025-12-19
resumen la gaviota fernan caballero,1,3,-1,7,2025-12-19
"la mort i la primavera de mercè rodoreda, resum complet",1,3,-1,5,2025-12-19
cuarto jinete armagedon,1,3,-1,5,2025-12-19
libro en los ojos de los gatos,1,3,-1,6,2025-12-19
eventos más importantes del libro el sobrino del mago,1,3,-1,8,2025-12-19
resumenes de l'assesinato del professor de matematicas,1,3,-1,7,2025-12-19
carl jung las relaciones entre el yo y el inconsciente resumen,1,3,-1,2,2025-12-19
resumen libro dominio mental de pedro baños,1,2,-1,2,2025-12-19
carcoma layla martínez y resumen detallado,1,2,-1,4,2025-12-19
castigo ferdinand,1,2,-1,7,2025-12-19
libro o efecto frankenstein resumen,1,2,-1,4,2025-12-19
las islas de la imprudencia,1,2,-1,5,2025-12-19
los ojos del perro siberiano resumen completo,1,2,-1,6,2025-12-19
kant critica de la razon pura y pratica,1,2,-1,6,2025-12-19
resumen esperando el diluvio de dolores redondo,1,2,-1,7,2025-12-19
mi abismo challenger resumen corto,1,2,-1,6,2025-12-19
montesquieu autor del “espíritu de las leyes”,1,2,-1,10,2025-12-19
la memoria de shakespeare análisis,1,2,-1,6,2025-12-19
la gaviota fernán caballero resumen,1,2,-1,2,2025-12-19
slun tzu y la guerra,1,2,-1,9,2025-12-19
genero narrativo jorge bucay resumen,1,2,-1,6,2025-12-19
cuerpos divinos cabrera infante,1,2,-1,19,2025-12-19
metafísica de los tubos,1,2,-1,6,2025-12-19
por que los hombres aman a las cabromnas,1,2,-1,5,2025-12-19
el hombre que soñaba demasiado pdf,1,2,-1,10,2025-12-19
el gran galeoto argumento,1,2,-1,6,2025-12-19
monte didio,1,2,-1,3,2025-12-19
el enigma de las arenas,1,1,-1,5,2025-12-19
comprar un contrat con dios will eisner,1,1,-1,7,2025-12-19
sypnosis de 4ªjulia london  - el amante secreto,1,1,-1,1,2025-12-19
tinta roja analisis resumen,1,1,-1,4,2025-12-19
sangri la de julio mujrillo,1,1,-1,6,2025-12-19
saint-exupéry na guerra espanhola resumo,1,1,-1,7,2025-12-19
como reacciono cuba ane la biografia del che de taio ii,1,1,-1,2,2025-12-19
resumen del libreo el amor no es nada del otro mundo,1,1,-1,1,2025-12-19
el resumen general de la novela tres tristes tigres,1,1,-1,4,2025-12-19
trama de los amantes di teruel di hartzenbusch,1,1,-1,3,2025-12-19
usos sentimentales de la posguerra,1,1,-1,5,2025-12-19
mensaje de la obra cartas a una extraña,1,1,-1,2,2025-12-19
de que trata fábula de polifemo y galatea,1,1,-1,8,2025-12-19
www.relatos de ibcesto la muñequita de papa.com,1,1,-1,7,2025-12-19
el problema final arturo perez resumen de,1,1,-1,4,2025-12-19
la isla del holandés libro,1,1,-1,3,2025-12-19
argumento libro loa tres tratados,1,1,-1,2,2025-12-19
el albergue de las mujeres tristes resumen,1,1,-1,2,2025-12-19
personajes secundarios de la tumba de hércules de mcdermott y sus ocupaciones,1,1,-1,1,2025-12-19
la cida de madrid resumen por capitulos,1,1,-1,4,2025-12-19
resumen kibro @ flores de plomo,1,1,-1,6,2025-12-19
"sauce ciego, mujer dormida",1,1,-1,7,2025-12-19
los peces de amargura aramburu resumen de cada cuento,1,1,-1,6,2025-12-19
la nuerte del pequeno sukh,1,1,-1,7,2025-12-19
rosa de maria solar las horas robadas,1,1,-1,9,2025-12-19
dany final libro doctor sueño,1,1,-1,8,2025-12-19
final de la novela un viaje de novios,1,1,-1,6,2025-12-19
de que trata l'amore molesto de elena ferrante,1,1,-1,5,2025-12-19
argumento libro los busca pistas,1,1,-1,5,2025-12-19
que trata al faro,1,1,-1,10,2025-12-19
kamila y thiago estan juntos al funal del libro,1,1,-1,4,2025-12-19
argumento de el certificado de isaac b singer,1,1,-1,3,2025-12-19
mundi stork,1,1,-1,5,2025-12-19
iralo calvino una nochw de invierno,1,1,-1,10,2025-12-19
el perro de gudrum,1,1,-1,5,2025-12-19
el impostor,0,167,-1,7,2025-12-19
¿cuál es el título original de la primera novela publicada de agatha christie?,0,97,-1,8,2025-12-19
escalando el monte improbable,0,55,-1,6,2025-12-19
el viaje intimo de la locura,0,46,-1,9,2025-12-19
"franco, mi padre",0,36,-1,4,2025-12-19
el arte de la guerra,0,26,-1,9,2025-12-19
escalando el monte improbableç,0,20,-1,5,2025-12-19
estaciones de paso almudena grandes,0,18,-1,2,2025-12-19
la sombra del chaman capitulo donde sebastian recibe a ribes,0,17,-1,5,2025-12-19
romper el círculo colleen hoover,0,14,-1,8,2025-12-19
pipa,0,14,-1,8,2025-12-19
historia de tierras y lugares legendarias humberto ecco,0,12,-1,6,2025-12-19
antes de diciembre,0,11,-1,8,2025-12-19
tuya resumen,0,11,-1,9,2025-12-19
almudena grandes estaciones de paso,0,8,-1,5,2025-12-19
el color de las cosas invisibles,0,6,-1,8,2025-12-19
la cabaña del tio tom,0,6,-1,7,2025-12-19
el cruzado,0,5,-1,3,2025-12-19
hagakure,0,5,-1,5,2025-12-19
monarca de las sombras,0,4,-1,6,2025-12-19
la cabaña del tío tom,0,4,-1,7,2025-12-19
la isla de los hombres solos,2,6,-1,10,2025-12-26
resumen de la obra el pirata garrapata,2,2,-1,3,2025-12-26
f de fugitivo -alfabeto del crimen -p- sue grafton,2,2,-1,3,2025-12-26
yo julia santiago posteguillo,2,2,-1,8,2025-12-26
en media hora la muerte feancisco martin moreno resumen,2,1,-1,1,2025-12-26
exhibicion impudica,2,1,-1,1,2025-12-26
la picara justina summary and analysis,2,1,-1,8,2025-12-26
resumenlas siete llaves,2,1,-1,1,2025-12-26
"de profesion, fantasma",2,1,-1,4,2025-12-26
como acaba nat en los muchachos de jo,2,1,-1,5,2025-12-26
resumen de francesco novela,2,1,-1,1,2025-12-26
resumen de corazon corto,2,1,-1,7,2025-12-26
epitafio de un asesino. resumen,2,1,-1,3,2025-12-26
no paso nada resumen,2,1,-1,9,2025-12-26
el color de las cosas invisibles,1,6,-1,6,2025-12-26
el monarca de las sombras,1,4,-1,6,2025-12-26
ricky b,1,3,-1,5,2025-12-26
el hijo del cesar john williams,1,3,-1,6,2025-12-26
resumen de el pirata garrapata,1,3,-1,4,2025-12-26
novela luminosa,1,3,-1,6,2025-12-26
la rebelion de lucifer benitez final explicado,1,3,-1,6,2025-12-26
el blog del inquisidor,1,2,-1,3,2025-12-26
librosresumidos.net,1,2,-1,4,2025-12-26
la tiranía de las moscas resumen,1,2,-1,3,2025-12-26
resumen de lanovela la loba,1,2,-1,3,2025-12-26
los anos extraordinario,1,2,-1,5,2025-12-26
las rans tambien se enamoran de que trata,1,2,-1,1,2025-12-26
